Date (GMT +11);testDataYear
19 Nov 2021 10:30:09;25.30,point {  fill-color: #F05323; }
19 Nov 2021 10:20:02;27.43,point {  fill-color: #F05323; }
19 Nov 2021 10:09:55;29.09,point {  fill-color: #F05323; }
19 Nov 2021 09:59:48;32.95,point {  fill-color: #F05323; }
19 Nov 2021 09:49:40;32.99,point {  fill-color: #F05323; }
19 Nov 2021 09:39:33;26.25,point {  fill-color: #F05323; }
19 Nov 2021 09:29:26;25.15,point {  fill-color: #F05323; }
19 Nov 2021 09:19:19;25.07,point {  fill-color: #F05323; }
19 Nov 2021 09:09:12;34.30,point {  fill-color: #F05323; }
19 Nov 2021 08:59:05;31.38,point {  fill-color: #F05323; }
20 Nov 2021 13:42:26;32.96,point {  fill-color: #F05323; }
20 Nov 2021 13:52:33;31.82,point {  fill-color: #F05323; }
20 Nov 2021 13:32:18;34.26,point {  fill-color: #F05323; }
20 Nov 2021 13:22:11;30.15,point {  fill-color: #F05323; }
20 Nov 2021 13:12:04;32.29,point {  fill-color: #F05323; }
20 Nov 2021 13:01:57;34.25,point {  fill-color: #F05323; }
20 Nov 2021 12:51:50;34.22,point {  fill-color: #F05323; }
20 Nov 2021 12:41:43;27.39,point {  fill-color: #F05323; }
20 Nov 2021 12:31:36;32.20,point {  fill-color: #F05323; }
20 Nov 2021 12:21:28;28.04,point {  fill-color: #F05323; }
20 Nov 2021 12:11:21;26.11,point {  fill-color: #F05323; }
20 Nov 2021 12:01:14;32.23,point {  fill-color: #F05323; }
20 Nov 2021 11:51:07;34.32,point {  fill-color: #F05323; }
20 Nov 2021 11:41:00;25.78,point {  fill-color: #F05323; }
20 Nov 2021 11:30:52;27.64,point {  fill-color: #F05323; }
20 Nov 2021 11:20:45;33.01,point {  fill-color: #F05323; }
20 Nov 2021 11:10:38;30.83,point {  fill-color: #F05323; }
20 Nov 2021 11:00:31;29.77,point {  fill-color: #F05323; }
20 Nov 2021 10:50:23;29.17,point {  fill-color: #F05323; }
20 Nov 2021 10:40:16;30.68,point {  fill-color: #F05323; }
20 Nov 2021 10:30:09;34.51,point {  fill-color: #F05323; }
20 Nov 2021 10:20:02;28.19,point {  fill-color: #F05323; }
20 Nov 2021 10:09:55;34.47,point {  fill-color: #F05323; }
20 Nov 2021 09:59:48;30.64,point {  fill-color: #F05323; }
20 Nov 2021 09:49:40;26.47,point {  fill-color: #F05323; }
20 Nov 2021 09:39:33;27.77,point {  fill-color: #F05323; }
20 Nov 2021 09:29:26;26.02,point {  fill-color: #F05323; }
20 Nov 2021 09:19:19;32.85,point {  fill-color: #F05323; }
20 Nov 2021 09:09:12;32.47,point {  fill-color: #F05323; }
20 Nov 2021 08:59:05;28.91,point {  fill-color: #F05323; }
21 Nov 2021 13:42:26;27.32,point {  fill-color: #F05323; }
21 Nov 2021 13:52:33;31.21,point {  fill-color: #F05323; }
21 Nov 2021 13:32:18;33.76,point {  fill-color: #F05323; }
21 Nov 2021 13:22:11;34.81,point {  fill-color: #F05323; }
21 Nov 2021 13:12:04;27.06,point {  fill-color: #F05323; }
21 Nov 2021 13:01:57;33.47,point {  fill-color: #F05323; }
21 Nov 2021 12:51:50;30.21,point {  fill-color: #F05323; }
21 Nov 2021 12:41:43;25.80,point {  fill-color: #F05323; }
21 Nov 2021 12:31:36;30.40,point {  fill-color: #F05323; }
21 Nov 2021 12:21:28;29.65,point {  fill-color: #F05323; }
21 Nov 2021 12:11:21;26.93,point {  fill-color: #F05323; }
21 Nov 2021 12:01:14;28.57,point {  fill-color: #F05323; }
21 Nov 2021 11:51:07;29.69,point {  fill-color: #F05323; }
21 Nov 2021 11:41:00;34.59,point {  fill-color: #F05323; }
21 Nov 2021 11:30:52;32.01,point {  fill-color: #F05323; }
21 Nov 2021 11:20:45;29.61,point {  fill-color: #F05323; }
21 Nov 2021 11:10:38;31.66,point {  fill-color: #F05323; }
21 Nov 2021 11:00:31;34.31,point {  fill-color: #F05323; }
21 Nov 2021 10:50:23;32.59,point {  fill-color: #F05323; }
21 Nov 2021 10:40:16;34.99,point {  fill-color: #F05323; }
21 Nov 2021 10:30:09;33.97,point {  fill-color: #F05323; }
21 Nov 2021 10:20:02;25.06,point {  fill-color: #F05323; }
21 Nov 2021 10:09:55;30.65,point {  fill-color: #F05323; }
21 Nov 2021 09:59:48;27.31,point {  fill-color: #F05323; }
21 Nov 2021 09:49:40;25.26,point {  fill-color: #F05323; }
21 Nov 2021 09:39:33;28.06,point {  fill-color: #F05323; }
21 Nov 2021 09:29:26;26.35,point {  fill-color: #F05323; }
21 Nov 2021 09:19:19;33.50,point {  fill-color: #F05323; }
21 Nov 2021 09:09:12;30.71,point {  fill-color: #F05323; }
21 Nov 2021 08:59:05;29.54,point {  fill-color: #F05323; }
22 Nov 2021 13:42:26;30.64,point {  fill-color: #F05323; }
22 Nov 2021 13:52:33;33.60,point {  fill-color: #F05323; }
22 Nov 2021 13:32:18;25.71,point {  fill-color: #F05323; }
22 Nov 2021 13:22:11;25.28,point {  fill-color: #F05323; }
22 Nov 2021 13:12:04;25.67,point {  fill-color: #F05323; }
22 Nov 2021 13:01:57;32.82,point {  fill-color: #F05323; }
22 Nov 2021 12:51:50;32.35,point {  fill-color: #F05323; }
22 Nov 2021 12:41:43;32.07,point {  fill-color: #F05323; }
22 Nov 2021 12:31:36;31.15,point {  fill-color: #F05323; }
22 Nov 2021 12:21:28;31.15,point {  fill-color: #F05323; }
22 Nov 2021 12:11:21;34.41,point {  fill-color: #F05323; }
22 Nov 2021 12:01:14;32.84,point {  fill-color: #F05323; }
22 Nov 2021 11:51:07;32.28,point {  fill-color: #F05323; }
22 Nov 2021 11:41:00;32.67,point {  fill-color: #F05323; }
22 Nov 2021 11:30:52;31.74,point {  fill-color: #F05323; }
22 Nov 2021 11:20:45;26.19,point {  fill-color: #F05323; }
22 Nov 2021 11:10:38;33.05,point {  fill-color: #F05323; }
22 Nov 2021 11:00:31;32.57,point {  fill-color: #F05323; }
22 Nov 2021 10:50:23;27.58,point {  fill-color: #F05323; }
22 Nov 2021 10:40:16;31.62,point {  fill-color: #F05323; }
22 Nov 2021 10:30:09;33.10,point {  fill-color: #F05323; }
22 Nov 2021 10:20:02;33.17,point {  fill-color: #F05323; }
22 Nov 2021 10:09:55;34.37,point {  fill-color: #F05323; }
22 Nov 2021 09:59:48;31.77,point {  fill-color: #F05323; }
22 Nov 2021 09:49:40;30.86,point {  fill-color: #F05323; }
22 Nov 2021 09:39:33;32.61,point {  fill-color: #F05323; }
22 Nov 2021 09:29:26;25.16,point {  fill-color: #F05323; }
22 Nov 2021 09:19:19;32.14,point {  fill-color: #F05323; }
22 Nov 2021 09:09:12;32.57,point {  fill-color: #F05323; }
22 Nov 2021 08:59:05;25.12,point {  fill-color: #F05323; }
23 Nov 2021 13:42:26;27.64,point {  fill-color: #F05323; }
23 Nov 2021 13:52:33;25.04,point {  fill-color: #F05323; }
23 Nov 2021 13:32:18;32.66,point {  fill-color: #F05323; }
23 Nov 2021 13:22:11;32.29,point {  fill-color: #F05323; }
23 Nov 2021 13:12:04;31.89,point {  fill-color: #F05323; }
23 Nov 2021 13:01:57;31.70,point {  fill-color: #F05323; }
23 Nov 2021 12:51:50;34.02,point {  fill-color: #F05323; }
23 Nov 2021 12:41:43;31.57,point {  fill-color: #F05323; }
23 Nov 2021 12:31:36;31.64,point {  fill-color: #F05323; }
23 Nov 2021 12:21:28;26.99,point {  fill-color: #F05323; }
23 Nov 2021 12:11:21;28.39,point {  fill-color: #F05323; }
23 Nov 2021 12:01:14;31.02,point {  fill-color: #F05323; }
23 Nov 2021 11:51:07;27.45,point {  fill-color: #F05323; }
23 Nov 2021 11:41:00;28.84,point {  fill-color: #F05323; }
23 Nov 2021 11:30:52;26.11,point {  fill-color: #F05323; }
23 Nov 2021 11:20:45;34.67,point {  fill-color: #F05323; }
23 Nov 2021 11:10:38;29.19,point {  fill-color: #F05323; }
23 Nov 2021 11:00:31;25.96,point {  fill-color: #F05323; }
23 Nov 2021 10:50:23;25.84,point {  fill-color: #F05323; }
23 Nov 2021 10:40:16;31.96,point {  fill-color: #F05323; }
23 Nov 2021 10:30:09;28.37,point {  fill-color: #F05323; }
23 Nov 2021 10:20:02;27.42,point {  fill-color: #F05323; }
23 Nov 2021 10:09:55;33.85,point {  fill-color: #F05323; }
23 Nov 2021 09:59:48;30.06,point {  fill-color: #F05323; }
23 Nov 2021 09:49:40;31.22,point {  fill-color: #F05323; }
23 Nov 2021 09:39:33;33.13,point {  fill-color: #F05323; }
23 Nov 2021 09:29:26;33.88,point {  fill-color: #F05323; }
23 Nov 2021 09:19:19;31.22,point {  fill-color: #F05323; }
23 Nov 2021 09:09:12;34.97,point {  fill-color: #F05323; }
23 Nov 2021 08:59:05;26.79,point {  fill-color: #F05323; }
24 Nov 2021 13:42:26;33.99,point {  fill-color: #F05323; }
24 Nov 2021 13:52:33;33.13,point {  fill-color: #F05323; }
24 Nov 2021 13:32:18;29.84,point {  fill-color: #F05323; }
24 Nov 2021 13:22:11;28.45,point {  fill-color: #F05323; }
24 Nov 2021 13:12:04;29.84,point {  fill-color: #F05323; }
24 Nov 2021 13:01:57;28.32,point {  fill-color: #F05323; }
24 Nov 2021 12:51:50;28.43,point {  fill-color: #F05323; }
24 Nov 2021 12:41:43;27.74,point {  fill-color: #F05323; }
24 Nov 2021 12:31:36;25.82,point {  fill-color: #F05323; }
24 Nov 2021 12:21:28;31.61,point {  fill-color: #F05323; }
24 Nov 2021 12:11:21;28.88,point {  fill-color: #F05323; }
24 Nov 2021 12:01:14;33.78,point {  fill-color: #F05323; }
24 Nov 2021 11:51:07;31.22,point {  fill-color: #F05323; }
24 Nov 2021 11:41:00;33.44,point {  fill-color: #F05323; }
24 Nov 2021 11:30:52;25.70,point {  fill-color: #F05323; }
24 Nov 2021 11:20:45;32.67,point {  fill-color: #F05323; }
24 Nov 2021 11:10:38;27.60,point {  fill-color: #F05323; }
24 Nov 2021 11:00:31;31.67,point {  fill-color: #F05323; }
24 Nov 2021 10:50:23;31.01,point {  fill-color: #F05323; }
24 Nov 2021 10:40:16;29.90,point {  fill-color: #F05323; }
24 Nov 2021 10:30:09;28.62,point {  fill-color: #F05323; }
24 Nov 2021 10:20:02;29.57,point {  fill-color: #F05323; }
24 Nov 2021 10:09:55;32.56,point {  fill-color: #F05323; }
24 Nov 2021 09:59:48;26.57,point {  fill-color: #F05323; }
24 Nov 2021 09:49:40;31.61,point {  fill-color: #F05323; }
24 Nov 2021 09:39:33;26.88,point {  fill-color: #F05323; }
24 Nov 2021 09:29:26;29.62,point {  fill-color: #F05323; }
24 Nov 2021 09:19:19;29.93,point {  fill-color: #F05323; }
24 Nov 2021 09:09:12;34.72,point {  fill-color: #F05323; }
24 Nov 2021 08:59:05;33.58,point {  fill-color: #F05323; }
25 Nov 2021 13:42:26;28.13,point {  fill-color: #F05323; }
25 Nov 2021 13:52:33;28.90,point {  fill-color: #F05323; }
25 Nov 2021 13:32:18;32.78,point {  fill-color: #F05323; }
25 Nov 2021 13:22:11;33.60,point {  fill-color: #F05323; }
25 Nov 2021 13:12:04;26.17,point {  fill-color: #F05323; }
25 Nov 2021 13:01:57;31.41,point {  fill-color: #F05323; }
25 Nov 2021 12:51:50;33.21,point {  fill-color: #F05323; }
25 Nov 2021 12:41:43;34.69,point {  fill-color: #F05323; }
25 Nov 2021 12:31:36;28.32,point {  fill-color: #F05323; }
25 Nov 2021 12:21:28;26.64,point {  fill-color: #F05323; }
25 Nov 2021 12:11:21;34.83,point {  fill-color: #F05323; }
25 Nov 2021 12:01:14;33.50,point {  fill-color: #F05323; }
25 Nov 2021 11:51:07;28.34,point {  fill-color: #F05323; }
25 Nov 2021 11:41:00;25.46,point {  fill-color: #F05323; }
25 Nov 2021 11:30:52;25.09,point {  fill-color: #F05323; }
25 Nov 2021 11:20:45;29.74,point {  fill-color: #F05323; }
25 Nov 2021 11:10:38;26.02,point {  fill-color: #F05323; }
25 Nov 2021 11:00:31;33.56,point {  fill-color: #F05323; }
25 Nov 2021 10:50:23;26.31,point {  fill-color: #F05323; }
25 Nov 2021 10:40:16;27.41,point {  fill-color: #F05323; }
25 Nov 2021 10:30:09;29.01,point {  fill-color: #F05323; }
25 Nov 2021 10:20:02;29.66,point {  fill-color: #F05323; }
25 Nov 2021 10:09:55;29.87,point {  fill-color: #F05323; }
25 Nov 2021 09:59:48;27.56,point {  fill-color: #F05323; }
25 Nov 2021 09:49:40;33.80,point {  fill-color: #F05323; }
25 Nov 2021 09:39:33;29.59,point {  fill-color: #F05323; }
25 Nov 2021 09:29:26;34.39,point {  fill-color: #F05323; }
25 Nov 2021 09:19:19;34.49,point {  fill-color: #F05323; }
25 Nov 2021 09:09:12;26.57,point {  fill-color: #F05323; }
25 Nov 2021 08:59:05;30.58,point {  fill-color: #F05323; }
26 Nov 2021 13:42:26;32.59,point {  fill-color: #F05323; }
26 Nov 2021 13:52:33;30.05,point {  fill-color: #F05323; }
26 Nov 2021 13:32:18;33.09,point {  fill-color: #F05323; }
26 Nov 2021 13:22:11;30.26,point {  fill-color: #F05323; }
26 Nov 2021 13:12:04;33.06,point {  fill-color: #F05323; }
26 Nov 2021 13:01:57;34.60,point {  fill-color: #F05323; }
26 Nov 2021 12:51:50;27.73,point {  fill-color: #F05323; }
26 Nov 2021 12:41:43;30.11,point {  fill-color: #F05323; }
26 Nov 2021 12:31:36;32.41,point {  fill-color: #F05323; }
26 Nov 2021 12:21:28;34.11,point {  fill-color: #F05323; }
26 Nov 2021 12:11:21;34.12,point {  fill-color: #F05323; }
26 Nov 2021 12:01:14;27.52,point {  fill-color: #F05323; }
26 Nov 2021 11:51:07;29.19,point {  fill-color: #F05323; }
26 Nov 2021 11:41:00;31.54,point {  fill-color: #F05323; }
26 Nov 2021 11:30:52;32.16,point {  fill-color: #F05323; }
26 Nov 2021 11:20:45;26.19,point {  fill-color: #F05323; }
26 Nov 2021 11:10:38;30.33,point {  fill-color: #F05323; }
26 Nov 2021 11:00:31;27.33,point {  fill-color: #F05323; }
26 Nov 2021 10:50:23;27.87,point {  fill-color: #F05323; }
26 Nov 2021 10:40:16;29.21,point {  fill-color: #F05323; }
26 Nov 2021 10:30:09;25.50,point {  fill-color: #F05323; }
26 Nov 2021 10:20:02;33.63,point {  fill-color: #F05323; }
26 Nov 2021 10:09:55;34.17,point {  fill-color: #F05323; }
26 Nov 2021 09:59:48;28.87,point {  fill-color: #F05323; }
26 Nov 2021 09:49:40;29.29,point {  fill-color: #F05323; }
26 Nov 2021 09:39:33;25.34,point {  fill-color: #F05323; }
26 Nov 2021 09:29:26;32.24,point {  fill-color: #F05323; }
26 Nov 2021 09:19:19;32.87,point {  fill-color: #F05323; }
26 Nov 2021 09:09:12;31.78,point {  fill-color: #F05323; }
26 Nov 2021 08:59:05;33.44,point {  fill-color: #F05323; }
27 Nov 2021 13:42:26;33.12,point {  fill-color: #F05323; }
27 Nov 2021 13:52:33;26.70,point {  fill-color: #F05323; }
27 Nov 2021 13:32:18;28.90,point {  fill-color: #F05323; }
27 Nov 2021 13:22:11;30.92,point {  fill-color: #F05323; }
27 Nov 2021 13:12:04;29.79,point {  fill-color: #F05323; }
27 Nov 2021 13:01:57;26.56,point {  fill-color: #F05323; }
27 Nov 2021 12:51:50;26.88,point {  fill-color: #F05323; }
27 Nov 2021 12:41:43;26.34,point {  fill-color: #F05323; }
27 Nov 2021 12:31:36;26.44,point {  fill-color: #F05323; }
27 Nov 2021 12:21:28;27.26,point {  fill-color: #F05323; }
27 Nov 2021 12:11:21;28.57,point {  fill-color: #F05323; }
27 Nov 2021 12:01:14;27.02,point {  fill-color: #F05323; }
27 Nov 2021 11:51:07;30.51,point {  fill-color: #F05323; }
27 Nov 2021 11:41:00;34.15,point {  fill-color: #F05323; }
27 Nov 2021 11:30:52;31.23,point {  fill-color: #F05323; }
27 Nov 2021 11:20:45;29.77,point {  fill-color: #F05323; }
27 Nov 2021 11:10:38;27.07,point {  fill-color: #F05323; }
27 Nov 2021 11:00:31;34.20,point {  fill-color: #F05323; }
27 Nov 2021 10:50:23;34.62,point {  fill-color: #F05323; }
27 Nov 2021 10:40:16;29.89,point {  fill-color: #F05323; }
27 Nov 2021 10:30:09;28.78,point {  fill-color: #F05323; }
27 Nov 2021 10:20:02;25.35,point {  fill-color: #F05323; }
27 Nov 2021 10:09:55;28.45,point {  fill-color: #F05323; }
27 Nov 2021 09:59:48;26.19,point {  fill-color: #F05323; }
27 Nov 2021 09:49:40;29.62,point {  fill-color: #F05323; }
27 Nov 2021 09:39:33;28.43,point {  fill-color: #F05323; }
27 Nov 2021 09:29:26;31.71,point {  fill-color: #F05323; }
27 Nov 2021 09:19:19;31.26,point {  fill-color: #F05323; }
27 Nov 2021 09:09:12;26.48,point {  fill-color: #F05323; }
27 Nov 2021 08:59:05;29.77,point {  fill-color: #F05323; }
28 Nov 2021 13:42:26;27.73,point {  fill-color: #F05323; }
28 Nov 2021 13:52:33;27.60,point {  fill-color: #F05323; }
28 Nov 2021 13:32:18;27.23,point {  fill-color: #F05323; }
28 Nov 2021 13:22:11;25.45,point {  fill-color: #F05323; }
28 Nov 2021 13:12:04;28.58,point {  fill-color: #F05323; }
28 Nov 2021 13:01:57;27.74,point {  fill-color: #F05323; }
28 Nov 2021 12:51:50;28.50,point {  fill-color: #F05323; }
28 Nov 2021 12:41:43;27.69,point {  fill-color: #F05323; }
28 Nov 2021 12:31:36;28.83,point {  fill-color: #F05323; }
28 Nov 2021 12:21:28;33.66,point {  fill-color: #F05323; }
28 Nov 2021 12:11:21;28.72,point {  fill-color: #F05323; }
28 Nov 2021 12:01:14;29.31,point {  fill-color: #F05323; }
28 Nov 2021 11:51:07;29.09,point {  fill-color: #F05323; }
28 Nov 2021 11:41:00;28.25,point {  fill-color: #F05323; }
28 Nov 2021 11:30:52;32.24,point {  fill-color: #F05323; }
28 Nov 2021 11:20:45;29.72,point {  fill-color: #F05323; }
28 Nov 2021 11:10:38;30.03,point {  fill-color: #F05323; }
28 Nov 2021 11:00:31;25.03,point {  fill-color: #F05323; }
28 Nov 2021 10:50:23;33.46,point {  fill-color: #F05323; }
28 Nov 2021 10:40:16;27.26,point {  fill-color: #F05323; }
28 Nov 2021 10:30:09;27.64,point {  fill-color: #F05323; }
28 Nov 2021 10:20:02;26.19,point {  fill-color: #F05323; }
28 Nov 2021 10:09:55;30.47,point {  fill-color: #F05323; }
28 Nov 2021 09:59:48;34.51,point {  fill-color: #F05323; }
28 Nov 2021 09:49:40;25.63,point {  fill-color: #F05323; }
28 Nov 2021 09:39:33;26.89,point {  fill-color: #F05323; }
28 Nov 2021 09:29:26;31.72,point {  fill-color: #F05323; }
28 Nov 2021 09:19:19;27.46,point {  fill-color: #F05323; }
28 Nov 2021 09:09:12;27.83,point {  fill-color: #F05323; }
28 Nov 2021 08:59:05;34.51,point {  fill-color: #F05323; }
29 Nov 2021 13:42:26;29.11,point {  fill-color: #F05323; }
29 Nov 2021 13:52:33;32.31,point {  fill-color: #F05323; }
29 Nov 2021 13:32:18;28.94,point {  fill-color: #F05323; }
29 Nov 2021 13:22:11;33.70,point {  fill-color: #F05323; }
29 Nov 2021 13:12:04;26.43,point {  fill-color: #F05323; }
29 Nov 2021 13:01:57;30.80,point {  fill-color: #F05323; }
29 Nov 2021 12:51:50;34.08,point {  fill-color: #F05323; }
29 Nov 2021 12:41:43;27.70,point {  fill-color: #F05323; }
29 Nov 2021 12:31:36;29.44,point {  fill-color: #F05323; }
29 Nov 2021 12:21:28;25.75,point {  fill-color: #F05323; }
29 Nov 2021 12:11:21;31.47,point {  fill-color: #F05323; }
29 Nov 2021 12:01:14;25.24,point {  fill-color: #F05323; }
29 Nov 2021 11:51:07;30.25,point {  fill-color: #F05323; }
29 Nov 2021 11:41:00;34.53,point {  fill-color: #F05323; }
29 Nov 2021 11:30:52;31.86,point {  fill-color: #F05323; }
29 Nov 2021 11:20:45;31.86,point {  fill-color: #F05323; }
29 Nov 2021 11:10:38;31.24,point {  fill-color: #F05323; }
29 Nov 2021 11:00:31;30.88,point {  fill-color: #F05323; }
29 Nov 2021 10:50:23;29.98,point {  fill-color: #F05323; }
29 Nov 2021 10:40:16;29.94,point {  fill-color: #F05323; }
29 Nov 2021 10:30:09;28.16,point {  fill-color: #F05323; }
29 Nov 2021 10:20:02;31.61,point {  fill-color: #F05323; }
29 Nov 2021 10:09:55;27.19,point {  fill-color: #F05323; }
29 Nov 2021 09:59:48;31.33,point {  fill-color: #F05323; }
29 Nov 2021 09:49:40;32.51,point {  fill-color: #F05323; }
29 Nov 2021 09:39:33;32.30,point {  fill-color: #F05323; }
29 Nov 2021 09:29:26;32.35,point {  fill-color: #F05323; }
29 Nov 2021 09:19:19;25.65,point {  fill-color: #F05323; }
29 Nov 2021 09:09:12;33.80,point {  fill-color: #F05323; }
29 Nov 2021 08:59:05;34.34,point {  fill-color: #F05323; }
30 Nov 2021 13:42:26;30.40,point {  fill-color: #F05323; }
30 Nov 2021 13:52:33;26.54,point {  fill-color: #F05323; }
30 Nov 2021 13:32:18;28.47,point {  fill-color: #F05323; }
30 Nov 2021 13:22:11;26.20,point {  fill-color: #F05323; }
30 Nov 2021 13:12:04;33.82,point {  fill-color: #F05323; }
30 Nov 2021 13:01:57;29.27,point {  fill-color: #F05323; }
30 Nov 2021 12:51:50;30.10,point {  fill-color: #F05323; }
30 Nov 2021 12:41:43;33.15,point {  fill-color: #F05323; }
30 Nov 2021 12:31:36;33.32,point {  fill-color: #F05323; }
30 Nov 2021 12:21:28;33.91,point {  fill-color: #F05323; }
30 Nov 2021 12:11:21;26.86,point {  fill-color: #F05323; }
30 Nov 2021 12:01:14;33.91,point {  fill-color: #F05323; }
30 Nov 2021 11:51:07;28.56,point {  fill-color: #F05323; }
30 Nov 2021 11:41:00;26.42,point {  fill-color: #F05323; }
30 Nov 2021 11:30:52;26.93,point {  fill-color: #F05323; }
30 Nov 2021 11:20:45;29.81,point {  fill-color: #F05323; }
30 Nov 2021 11:10:38;30.98,point {  fill-color: #F05323; }
30 Nov 2021 11:00:31;25.68,point {  fill-color: #F05323; }
30 Nov 2021 10:50:23;25.81,point {  fill-color: #F05323; }
30 Nov 2021 10:40:16;27.43,point {  fill-color: #F05323; }
30 Nov 2021 10:30:09;25.26,point {  fill-color: #F05323; }
30 Nov 2021 10:20:02;32.26,point {  fill-color: #F05323; }
30 Nov 2021 10:09:55;29.10,point {  fill-color: #F05323; }
30 Nov 2021 09:59:48;28.71,point {  fill-color: #F05323; }
30 Nov 2021 09:49:40;25.04,point {  fill-color: #F05323; }
30 Nov 2021 09:39:33;31.96,point {  fill-color: #F05323; }
30 Nov 2021 09:29:26;28.87,point {  fill-color: #F05323; }
30 Nov 2021 09:19:19;26.00,point {  fill-color: #F05323; }
30 Nov 2021 09:09:12;28.19,point {  fill-color: #F05323; }
30 Nov 2021 08:59:05;31.60,point {  fill-color: #F05323; }
01 Dec 2021 13:42:26;29.74,point {  fill-color: #F05323; }
01 Dec 2021 13:52:33;34.80,point {  fill-color: #F05323; }
01 Dec 2021 13:32:18;25.77,point {  fill-color: #F05323; }
01 Dec 2021 13:22:11;31.53,point {  fill-color: #F05323; }
01 Dec 2021 13:12:04;30.60,point {  fill-color: #F05323; }
01 Dec 2021 13:01:57;25.82,point {  fill-color: #F05323; }
01 Dec 2021 12:51:50;33.83,point {  fill-color: #F05323; }
01 Dec 2021 12:41:43;28.52,point {  fill-color: #F05323; }
01 Dec 2021 12:31:36;31.85,point {  fill-color: #F05323; }
01 Dec 2021 12:21:28;26.85,point {  fill-color: #F05323; }
01 Dec 2021 12:11:21;26.59,point {  fill-color: #F05323; }
01 Dec 2021 12:01:14;29.32,point {  fill-color: #F05323; }
01 Dec 2021 11:51:07;28.76,point {  fill-color: #F05323; }
